sample,location,date,celltype,conc
130,Pena_la_Vieja,2022-05-16T00:00:00Z,synecho,2166.797386
130,Pena_la_Vieja,2022-05-16T00:00:00Z,hna,131188.1586
130,Pena_la_Vieja,2022-05-16T00:00:00Z,lna,47204.56922
131,Pena_la_Vieja,2022-06-14T00:00:00Z,nanoeuka,57.21532409
131,Pena_la_Vieja,2022-06-14T00:00:00Z,picoeuka,2434.509804
131,Pena_la_Vieja,2022-06-14T00:00:00Z,prochloro,4793.72549
131,Pena_la_Vieja,2022-06-14T00:00:00Z,synecho,2643.660131
131,Pena_la_Vieja,2022-06-14T00:00:00Z,hna,79659.54679
131,Pena_la_Vieja,2022-06-14T00:00:00Z,lna,47099.6422
132,Pena_la_Vieja,2022-07-28T00:00:00Z,nanoeuka,234.5046283
132,Pena_la_Vieja,2022-07-28T00:00:00Z,picoeuka,2265.263158
132,Pena_la_Vieja,2022-07-28T00:00:00Z,prochloro,7334.736842
132,Pena_la_Vieja,2022-07-28T00:00:00Z,synecho,5448.421053
132,Pena_la_Vieja,2022-07-28T00:00:00Z,hna,202352.8136
132,Pena_la_Vieja,2022-07-28T00:00:00Z,lna,65998.04836
133,Pena_la_Vieja,2022-08-25T00:00:00Z,nanoeuka,58.43267141
133,Pena_la_Vieja,2022-08-25T00:00:00Z,picoeuka,1338.947368
133,Pena_la_Vieja,2022-08-25T00:00:00Z,prochloro,19242.10526
133,Pena_la_Vieja,2022-08-25T00:00:00Z,synecho,5734.736842
133,Pena_la_Vieja,2022-08-25T00:00:00Z,hna,153999.6163
133,Pena_la_Vieja,2022-08-25T00:00:00Z,lna,60573.84012
134,Pena_la_Vieja,2022-10-10T00:00:00Z,nanoeuka,393.5489619
134,Pena_la_Vieja,2022-10-10T00:00:00Z,picoeuka,1062.232066
134,Pena_la_Vieja,2022-10-10T00:00:00Z,prochloro,6957.976484
134,Pena_la_Vieja,2022-10-10T00:00:00Z,synecho,2694.790073
134,Pena_la_Vieja,2022-10-10T00:00:00Z,hna,111336.6394
134,Pena_la_Vieja,2022-10-10T00:00:00Z,lna,29166.18614
135,Pena_la_Vieja,2022-11-10T00:00:00Z,nanoeuka,490.1136258
135,Pena_la_Vieja,2022-11-10T00:00:00Z,picoeuka,1763.537273
135,Pena_la_Vieja,2022-11-10T00:00:00Z,prochloro,11204.48179
135,Pena_la_Vieja,2022-11-10T00:00:00Z,synecho,1983.094123
135,Pena_la_Vieja,2022-11-10T00:00:00Z,hna,108119.0174
135,Pena_la_Vieja,2022-11-10T00:00:00Z,lna,74835.65909
136,Pena_la_Vieja,2023-01-24T00:00:00Z,nanoeuka,169.2535745
136,Pena_la_Vieja,2023-01-24T00:00:00Z,picoeuka,1475.718373
136,Pena_la_Vieja,2023-01-24T00:00:00Z,prochloro,1703.84875
136,Pena_la_Vieja,2023-01-24T00:00:00Z,synecho,6687.071661
136,Pena_la_Vieja,2023-01-24T00:00:00Z,hna,79883.63139
136,Pena_la_Vieja,2023-01-24T00:00:00Z,lna,51031.06015
137,Pena_la_Vieja,2023-02-22T00:00:00Z,nanoeuka,154.117076
137,Pena_la_Vieja,2023-02-22T00:00:00Z,picoeuka,2145.99114
137,Pena_la_Vieja,2023-02-22T00:00:00Z,prochloro,3888.280976
137,Pena_la_Vieja,2023-02-22T00:00:00Z,synecho,1706.877441
137,Pena_la_Vieja,2023-02-22T00:00:00Z,hna,157421.2894
137,Pena_la_Vieja,2023-02-22T00:00:00Z,lna,69680.54434
138,Pena_la_Vieja,2023-03-30T00:00:00Z,nanoeuka,434.7795793
138,Pena_la_Vieja,2023-03-30T00:00:00Z,picoeuka,2454.33593
138,Pena_la_Vieja,2023-03-30T00:00:00Z,prochloro,5261.482649
138,Pena_la_Vieja,2023-03-30T00:00:00Z,synecho,9840.353118
138,Pena_la_Vieja,2023-03-30T00:00:00Z,hna,117460.5005
138,Pena_la_Vieja,2023-03-30T00:00:00Z,lna,114588.8594
139,Pena_la_Vieja,2023-04-30T00:00:00Z,nanoeuka,NA
139,Pena_la_Vieja,2023-04-30T00:00:00Z,picoeuka,NA
139,Pena_la_Vieja,2023-04-30T00:00:00Z,prochloro,NA
139,Pena_la_Vieja,2023-04-30T00:00:00Z,synecho,NA
139,Pena_la_Vieja,2023-04-30T00:00:00Z,hna,NA
139,Pena_la_Vieja,2023-04-30T00:00:00Z,lna,NA
140,Cicer,2020-04-28T00:00:00Z,nanoeuka,620.7159177
140,Cicer,2020-04-28T00:00:00Z,picoeuka,6336.756925
140,Cicer,2020-04-28T00:00:00Z,prochloro,7264.239029
140,Cicer,2020-04-28T00:00:00Z,synecho,5322.128852
140,Cicer,2020-04-28T00:00:00Z,hna,229945.0549
140,Cicer,2020-04-28T00:00:00Z,lna,175384.6154
141,Cicer,2020-05-26T00:00:00Z,nanoeuka,518.0189331
141,Cicer,2020-05-26T00:00:00Z,picoeuka,3477.167183
141,Cicer,2020-05-26T00:00:00Z,prochloro,9827.786378
141,Cicer,2020-05-26T00:00:00Z,synecho,8452.012384
141,Cicer,2020-05-26T00:00:00Z,hna,256000
141,Cicer,2020-05-26T00:00:00Z,lna,107608.6957
142,Cicer,2020-07-06T00:00:00Z,nanoeuka,724.7255338
142,Cicer,2020-07-06T00:00:00Z,picoeuka,4572.368421
142,Cicer,2020-07-06T00:00:00Z,prochloro,38809.21053
142,Cicer,2020-07-06T00:00:00Z,synecho,27907.89474
142,Cicer,2020-07-06T00:00:00Z,hna,293362.6374
142,Cicer,2020-07-06T00:00:00Z,lna,202461.5385
143,Cicer,2020-08-10T00:00:00Z,nanoeuka,390.0390039
143,Cicer,2020-08-10T00:00:00Z,picoeuka,1378.446115
143,Cicer,2020-08-10T00:00:00Z,prochloro,22976.19048
143,Cicer,2020-08-10T00:00:00Z,synecho,19223.05764
143,Cicer,2020-08-10T00:00:00Z,hna,354725.2747
143,Cicer,2020-08-10T00:00:00Z,lna,114461.5385
144,Cicer,2020-08-31T00:00:00Z,nanoeuka,326.2893454
144,Cicer,2020-08-31T00:00:00Z,picoeuka,2479.44339
144,Cicer,2020-08-31T00:00:00Z,prochloro,31448.45035
144,Cicer,2020-08-31T00:00:00Z,synecho,11979.75965
144,Cicer,2020-08-31T00:00:00Z,hna,378010.0334
144,Cicer,2020-08-31T00:00:00Z,lna,146086.9565
145,NA,2020-10-05T00:00:00Z,nanoeuka,NA
145,NA,2020-10-05T00:00:00Z,picoeuka,NA
145,NA,2020-10-05T00:00:00Z,prochloro,NA
145,NA,2020-10-05T00:00:00Z,synecho,NA
145,NA,2020-10-05T00:00:00Z,hna,NA
145,NA,2020-10-05T00:00:00Z,lna,NA
146,Cicer,2020-11-02T00:00:00Z,nanoeuka,915.6915692
146,Cicer,2020-11-02T00:00:00Z,picoeuka,8045.112782
146,Cicer,2020-11-02T00:00:00Z,prochloro,45357.14286
146,Cicer,2020-11-02T00:00:00Z,synecho,8095.238095
146,Cicer,2020-11-02T00:00:00Z,hna,441051.8053
146,Cicer,2020-11-02T00:00:00Z,lna,132056.5149
147,Cicer,2020-12-01T00:00:00Z,nanoeuka,596.6415845
147,Cicer,2020-12-01T00:00:00Z,picoeuka,4784.688995
147,Cicer,2020-12-01T00:00:00Z,prochloro,59316.85274
147,Cicer,2020-12-01T00:00:00Z,synecho,7369.750133
147,Cicer,2020-12-01T00:00:00Z,hna,195478.2609
147,Cicer,2020-12-01T00:00:00Z,lna,162724.6377
148,Cicer,2021-01-18T00:00:00Z,nanoeuka,493.0824208
148,Cicer,2021-01-18T00:00:00Z,picoeuka,4967.320261
148,Cicer,2021-01-18T00:00:00Z,prochloro,27764.70588
148,Cicer,2021-01-18T00:00:00Z,synecho,7143.79085
148,Cicer,2021-01-18T00:00:00Z,hna,186236.413
148,Cicer,2021-01-18T00:00:00Z,lna,108953.8043
149,Cicer,2021-03-02T00:00:00Z,nanoeuka,766.9274526
149,Cicer,2021-03-02T00:00:00Z,picoeuka,10078.78238
149,Cicer,2021-03-02T00:00:00Z,prochloro,6323.213991
149,Cicer,2021-03-02T00:00:00Z,synecho,12058.65369
149,Cicer,2021-03-02T00:00:00Z,hna,211869.3327
149,Cicer,2021-03-02T00:00:00Z,lna,293408.5096
150,Cicer,2021-04-14T00:00:00Z,nanoeuka,786.0805014
150,Cicer,2021-04-14T00:00:00Z,picoeuka,5859.464408
150,Cicer,2021-04-14T00:00:00Z,prochloro,14227.51202
150,Cicer,2021-04-14T00:00:00Z,synecho,18512.24537
150,Cicer,2021-04-14T00:00:00Z,hna,405737.4205
150,Cicer,2021-04-14T00:00:00Z,lna,120569.1151
151,Cicer,2021-05-12T00:00:00Z,nanoeuka,559.1174309
151,Cicer,2021-05-12T00:00:00Z,picoeuka,7140.270401
151,Cicer,2021-05-12T00:00:00Z,prochloro,13375.18107
151,Cicer,2021-05-12T00:00:00Z,synecho,6705.697731
151,Cicer,2021-05-12T00:00:00Z,hna,242283.4384
151,Cicer,2021-05-12T00:00:00Z,lna,140092.9306
152,Cicer,2021-06-28T00:00:00Z,nanoeuka,288.7619433
152,Cicer,2021-06-28T00:00:00Z,picoeuka,3618.937454
152,Cicer,2021-06-28T00:00:00Z,prochloro,22289.92812
152,Cicer,2021-06-28T00:00:00Z,synecho,7027.183343
152,Cicer,2021-06-28T00:00:00Z,hna,518326.7779
152,Cicer,2021-06-28T00:00:00Z,lna,98416.07314
